timestamp,player_count
1747520068718,6
1747520359418,6
1747520724617,6
1747521065774,7
1747521451177,12
1747521813023,11
1747522259410,12
1747522668349,10
1747523382796,12
1747523778116,7
1747524090940,4
1747524435831,3
1747524742581,4
1747525094983,3
1747525467652,3
1747525792777,4
1747526344307,5
1747526703037,5
1747527085817,6
1747527761605,3
1747528108183,2
1747528601773,4
1747528882311,5
1747529249886,3
1747530178471,3
1747530614911,6
1747531336555,6
1747531740624,8
1747532120973,6
1747532479163,5
1747532844751,4
1747533183636,4
1747533506408,3
1747533835017,3
1747534625084,3
1747534955571,4
1747535695719,5
1747536267451,4
1747536654270,7
1747536974774,5
1747537321636,6
1747538165414,4
1747538477662,4
1747538914282,1
1747539293116,2
1747539657632,4
1747540438375,4
1747540754952,3
1747541491480,4
1747541862239,1
1747542179796,1
1747542518620,1
1747542979123,2
1747543355650,2
1747543692239,2
1747544000167,3
1747544338691,3
1747544836514,4
1747545264070,3
1747545639475,3
1747546075234,4
1747546394231,5
1747546773492,5
1747547142247,6
1747547497301,3
1747548264971,2
1747548618012,2
1747549311784,2
1747549674993,2
1747550124708,2
1747550437433,2
1747550817915,1
1747551507661,1
1747551815670,1
1747552725331,1
1747553131545,1
1747553796372,1
1747554125630,1
1747554474344,1
1747554950385,1
1747555275517,1
1747555658337,1
1747556014360,1
1747556368706,1
1747556800660,1
1747557221638,1
1747557575691,1
1747558316357,1
1747558656620,1
1747559075628,3
1747559452731,3
1747559819078,3
1747560163687,3
1747560541138,3
1747560967334,3
1747561321636,3
1747561754400,3
1747562074348,2
1747562779839,2
1747563226744,1
1747564011310,2
1747564455874,2
1747564804456,2
1747565120726,3
1747565491694,3
1747566276615,3
1747566622663,1
1747566953936,0
1747567300203,1
1747567619140,1
1747568288967,4
1747568615430,4
1747569291755,4
1747569603707,5
1747569954352,4
1747570289748,4
1747570629939,4
1747571303573,3
1747571711083,3
1747572375671,5
1747572692588,7
1747573110049,5
1747573469258,6
1747573901555,7
1747574626088,8
1747574982657,8
1747575335463,9
1747575710604,8
1747576052543,8
1747576415167,6
1747576775442,5
1747577099959,2
1747577823392,3
1747578219653,5
1747578993521,3
1747579323277,1
1747579680788,2
1747580011549,1
1747580365301,1
1747580762100,3
1747581186252,4
1747581532763,5
1747581889201,7
1747582204683,6
1747582522516,4
1747582837630,4
1747583196389,6
1747583559847,10
1747584279687,7
1747584691391,6
1747585447786,8
1747585808551,7
1747586128745,7
1747586649908,5
1747586956909,5
1747587303340,6
1747587716621,7
1747588068558,9
1747588526351,6
